[71, 27, 63]
0 33 1.0
1 9 2.0
1 0 3.0
2 25 1.0
2 1 3.0
3 4 4.0
3 2 4.0
5 77 5.0
5 3 4.0
6 45 5.0
6 5 1.0
7 74 3.0
7 6 1.0
8 38 1.0
8 7 3.0
10 26 13.0
10 8 1.0
11 27 14.0
11 10 2.0
27 35 51.0
12 46 4.0
12 11 1.0
13 14 2.0
13 12 1.0
15 27 88.0
16 65 1.0
16 13 3.0
17 58 2.0
17 16 1.0
18 69 1.0
18 17 1.0
19 20 1.0
19 18 1.0
21 48 3.0
21 19 3.0
22 47 2.0
22 21 4.0
23 36 2.0
23 22 2.0
24 27 47.0
28 37 1.0
28 23 1.0
29 75 4.0
29 28 4.0
30 31 8.0
30 29 2.0
32 34 4.0
32 30 1.0
39 64 5.0
39 32 2.0
40 41 1.0
40 39 1.0
42 56 2.0
42 40 2.0
43 44 15.0
43 49 23.0
43 42 12.0
50 51 1.0
50 43 38.0
52 53 3.0
52 50 1.0
54 66 5.0
54 52 4.0
55 57 1.0
55 54 1.0
59 67 1.0
59 55 4.0
60 61 6.0
60 59 1.0
62 63 17.0
62 60 9.0
63 68 16.0
63 70 3.0
63 76 15.0
71 72 92.0
71 73 58.0
71 78 28.0
71 79 79.0
71 62 87.0
