[21, 26, 73]
0 36 6.0
0 72 27.0
1 64 5.0
1 0 4.0
2 35 45.0
2 1 6.0
3 27 1.0
3 2 1.0
4 45 2.0
4 3 7.0
5 6 4.0
5 4 4.0
7 54 51.0
7 73 56.0
7 75 45.0
7 5 55.0
73 75 20.0
8 78 2.0
8 7 66.0
9 73 62.0
10 11 12.0
10 8 12.0
12 69 2.0
12 10 6.0
13 14 5.0
13 12 1.0
15 16 22.0
15 13 10.0
16 17 2.0
18 30 12.0
18 15 17.0
19 25 34.0
19 73 100.0
20 42 2.0
20 18 16.0
21 22 67.0
21 23 66.0
21 24 97.0
21 59 84.0
21 20 34.0
22 68 24.0
26 38 62.0
26 50 90.0
26 55 53.0
26 37 44.0
26 21 13.0
28 29 15.0
28 26 99.0
31 32 1.0
31 28 4.0
33 39 76.0
33 31 3.0
39 40 62.0
39 41 72.0
34 35 21.0
43 44 23.0
43 33 1.0
46 47 1.0
46 43 1.0
48 57 10.0
48 46 21.0
49 51 3.0
49 48 6.0
52 53 18.0
52 49 2.0
53 56 5.0
53 58 68.0
60 70 4.0
60 52 2.0
61 62 19.0
61 63 30.0
61 60 5.0
62 79 54.0
62 65 78.0
65 66 34.0
67 71 2.0
67 61 15.0
74 76 24.0
74 67 7.0
76 77 47.0
