[21, 56, 34]
0 24 8.0
1 41 32.0
1 25 26.0
1 0 18.0
2 17 35.0
2 1 1.0
3 74 3.0
3 2 5.0
4 5 18.0
4 3 10.0
6 26 23.0
7 76 3.0
7 4 21.0
8 73 9.0
8 7 5.0
9 67 14.0
9 8 29.0
10 45 9.0
10 9 14.0
11 59 4.0
11 12 36.0
11 10 31.0
12 21 53.0
21 77 92.0
21 51 80.0
21 55 91.0
13 14 21.0
13 35 31.0
13 11 37.0
15 65 16.0
15 13 33.0
16 17 43.0
18 31 60.0
18 15 6.0
31 32 4.0
19 53 25.0
19 18 8.0
20 69 45.0
20 19 8.0
22 23 29.0
22 24 23.0
23 26 32.0
27 28 2.0
27 20 10.0
29 30 16.0
29 27 11.0
33 68 28.0
33 29 12.0
34 35 26.0
34 61 46.0
34 36 18.0
34 75 10.0
37 55 20.0
37 38 4.0
39 40 8.0
39 33 25.0
42 43 5.0
42 39 26.0
44 72 23.0
44 42 23.0
46 47 31.0
47 48 17.0
47 49 60.0
49 50 3.0
50 51 3.0
52 54 64.0
52 56 100.0
52 57 37.0
54 60 13.0
56 57 41.0
56 58 48.0
56 72 81.0
62 63 21.0
62 44 12.0
63 64 21.0
66 69 30.0
70 71 1.0
70 77 10.0
71 78 22.0
79 62 13.0
