[21, 37, 31]
0 40 34.0
0 1 28.0
0 19 57.0
2 59 40.0
2 5 35.0
2 0 42.0
3 10 7.0
3 2 13.0
4 17 11.0
4 3 18.0
6 7 3.0
6 4 9.0
8 31 8.0
8 6 17.0
31 60 11.0
31 32 5.0
31 33 84.0
9 36 9.0
9 8 20.0
11 75 22.0
11 28 34.0
11 9 7.0
12 62 4.0
12 11 26.0
13 30 1.0
13 12 2.0
14 16 9.0
14 13 2.0
15 18 3.0
15 14 3.0
20 37 53.0
20 15 19.0
37 61 70.0
37 48 24.0
21 56 91.0
21 22 26.0
21 23 97.0
21 49 48.0
21 20 40.0
24 25 29.0
24 21 1.0
25 26 3.0
27 29 9.0
27 24 20.0
34 35 54.0
34 63 48.0
34 37 57.0
38 39 31.0
38 41 32.0
38 27 13.0
39 57 12.0
42 74 14.0
42 38 39.0
43 44 34.0
43 45 7.0
43 42 14.0
46 69 34.0
46 47 6.0
46 43 13.0
50 64 5.0
50 46 27.0
51 52 11.0
51 50 8.0
53 65 5.0
53 51 9.0
54 72 7.0
54 53 5.0
55 58 1.0
55 54 14.0
66 67 6.0
66 55 9.0
68 70 15.0
68 66 4.0
71 73 1.0
71 68 11.0
76 77 3.0
76 71 1.0
78 79 22.0
78 76 38.0
