[6, 57, 14]
0 35 2.0
35 42 21.0
1 24 7.0
1 40 36.0
1 0 15.0
40 43 39.0
2 41 16.0
2 1 6.0
3 13 61.0
3 4 56.0
3 18 9.0
3 2 29.0
4 71 24.0
5 19 3.0
5 3 30.0
6 15 76.0
6 53 56.0
6 22 12.0
6 63 75.0
6 5 96.0
7 11 18.0
7 8 14.0
7 6 32.0
9 20 9.0
10 20 21.0
10 11 36.0
12 41 33.0
14 16 49.0
14 31 24.0
14 28 4.0
14 64 66.0
14 7 29.0
16 37 1.0
17 72 46.0
17 57 55.0
17 14 20.0
57 58 4.0
57 68 85.0
21 22 9.0
23 69 27.0
23 24 59.0
25 62 45.0
25 26 60.0
25 17 27.0
26 32 46.0
26 50 26.0
27 52 19.0
27 25 40.0
29 30 5.0
29 27 12.0
33 34 4.0
33 29 12.0
36 54 15.0
36 72 45.0
38 39 9.0
38 73 58.0
38 33 10.0
73 74 60.0
43 44 15.0
45 46 29.0
45 47 24.0
45 38 29.0
48 74 3.0
49 51 5.0
49 45 6.0
55 56 9.0
56 57 50.0
59 75 12.0
59 49 13.0
60 61 19.0
60 65 31.0
60 59 27.0
66 67 22.0
67 69 25.0
70 73 48.0
76 77 14.0
76 60 3.0
77 78 11.0
79 76 4.0
