[23, 13, 6]
0 14 13.0
1 74 13.0
1 0 7.0
2 5 23.0
2 10 20.0
2 1 37.0
5 77 11.0
5 63 56.0
3 50 7.0
3 2 17.0
4 54 19.0
4 3 18.0
6 37 6.0
6 15 37.0
6 75 76.0
6 55 39.0
6 4 73.0
7 31 16.0
7 6 73.0
31 32 38.0
8 56 10.0
8 7 13.0
9 11 59.0
9 73 1.0
9 8 1.0
11 46 4.0
11 64 14.0
12 58 1.0
12 9 49.0
13 16 53.0
13 76 53.0
13 47 36.0
13 68 25.0
13 12 74.0
17 26 7.0
17 13 62.0
18 57 51.0
18 66 32.0
18 17 36.0
57 59 65.0
57 61 24.0
19 45 2.0
19 18 7.0
20 53 7.0
20 19 19.0
21 78 5.0
21 20 1.0
22 23 26.0
23 24 64.0
23 25 1.0
23 27 58.0
27 78 47.0
28 29 13.0
28 21 6.0
29 67 44.0
29 30 31.0
33 60 19.0
33 28 1.0
34 35 32.0
34 36 52.0
34 49 23.0
34 33 21.0
38 39 3.0
38 34 50.0
40 41 9.0
40 38 2.0
42 43 10.0
42 40 4.0
44 48 37.0
44 51 3.0
44 42 36.0
52 79 39.0
52 54 10.0
62 65 3.0
62 44 31.0
69 70 23.0
69 71 14.0
69 62 38.0
72 69 18.0
