[67, 16, 39]
0 3 17.0
0 59 58.0
0 36 38.0
1 53 5.0
1 0 3.0
2 62 4.0
2 1 1.0
4 52 13.0
4 2 1.0
5 64 1.0
5 4 6.0
6 40 1.0
6 5 4.0
7 24 8.0
7 6 1.0
8 20 4.0
8 7 4.0
9 57 16.0
9 8 2.0
10 67 24.0
10 9 11.0
67 69 47.0
67 70 67.0
11 39 70.0
11 10 3.0
39 66 78.0
39 72 88.0
39 61 54.0
12 63 2.0
12 11 2.0
13 55 4.0
13 12 1.0
14 68 18.0
14 13 3.0
15 37 7.0
15 14 4.0
16 21 68.0
16 33 67.0
16 35 36.0
16 41 89.0
16 15 45.0
17 25 15.0
17 48 24.0
17 16 23.0
18 71 28.0
18 17 19.0
19 22 1.0
19 18 20.0
23 26 3.0
23 19 4.0
27 56 1.0
27 23 3.0
28 67 16.0
29 45 5.0
29 27 4.0
30 31 2.0
30 29 1.0
32 34 1.0
32 30 7.0
38 50 40.0
38 44 1.0
38 32 8.0
42 43 19.0
42 38 8.0
43 46 36.0
47 56 6.0
49 51 16.0
49 42 13.0
54 58 4.0
54 49 9.0
60 65 3.0
60 54 12.0
70 73 1.0
74 75 1.0
74 60 3.0
76 77 1.0
76 74 5.0
78 79 54.0
78 76 52.0
