[32, 27, 25]
0 40 30.0
0 15 6.0
15 45 4.0
1 7 26.0
1 4 28.0
1 0 19.0
2 59 17.0
2 21 48.0
2 1 41.0
21 22 29.0
3 18 77.0
3 2 22.0
18 19 28.0
18 25 97.0
5 45 15.0
6 12 1.0
6 3 20.0
8 54 46.0
8 46 72.0
8 11 50.0
8 6 77.0
9 28 13.0
9 8 63.0
10 44 13.0
10 9 22.0
13 51 19.0
13 10 3.0
14 63 18.0
14 13 19.0
16 35 29.0
16 52 37.0
16 14 37.0
17 29 30.0
17 64 11.0
17 16 49.0
25 33 71.0
25 31 58.0
20 21 58.0
22 76 49.0
23 43 21.0
23 64 9.0
24 25 86.0
26 27 23.0
26 49 4.0
27 30 81.0
27 77 73.0
27 72 84.0
30 32 10.0
30 34 11.0
32 36 91.0
32 37 93.0
32 47 70.0
47 48 57.0
38 65 18.0
38 17 15.0
39 50 17.0
39 53 8.0
39 38 35.0
41 42 1.0
41 39 23.0
48 54 16.0
55 56 29.0
55 41 13.0
57 58 2.0
57 55 25.0
58 60 13.0
58 61 34.0
60 61 29.0
62 66 5.0
62 57 9.0
67 73 10.0
67 62 2.0
68 69 66.0
68 70 65.0
68 71 19.0
68 67 70.0
70 74 1.0
70 75 61.0
78 79 39.0
78 68 26.0
