[54, 37, 68]
0 30 9.0
1 4 3.0
1 39 3.0
1 0 15.0
2 24 17.0
2 1 21.0
24 32 47.0
3 75 3.0
3 2 12.0
5 37 41.0
5 3 18.0
37 41 4.0
37 42 49.0
6 57 12.0
6 54 38.0
6 5 13.0
54 55 92.0
54 58 34.0
7 8 62.0
7 6 33.0
8 9 47.0
8 68 40.0
68 69 40.0
68 78 72.0
68 79 5.0
10 52 17.0
10 7 2.0
11 54 29.0
12 27 13.0
12 10 8.0
13 74 18.0
13 12 6.0
14 31 39.0
14 70 30.0
14 13 20.0
15 29 58.0
29 41 53.0
16 17 22.0
16 18 5.0
16 19 71.0
16 14 59.0
18 20 47.0
21 40 5.0
21 16 60.0
22 50 4.0
22 21 1.0
23 71 17.0
23 22 28.0
25 76 2.0
25 23 16.0
26 65 6.0
26 25 3.0
28 29 2.0
28 67 1.0
33 67 46.0
33 34 1.0
33 53 33.0
34 38 41.0
35 41 45.0
36 37 97.0
43 44 32.0
43 26 9.0
44 77 36.0
45 46 6.0
45 56 3.0
45 43 46.0
47 48 1.0
47 45 20.0
49 51 41.0
49 53 59.0
59 72 19.0
59 73 36.0
59 47 19.0
60 64 1.0
64 67 8.0
61 62 4.0
61 59 30.0
63 64 63.0
63 66 15.0
