[67, 32, 69]
0 56 10.0
1 54 41.0
1 5 52.0
1 0 19.0
5 36 47.0
2 35 2.0
2 1 27.0
3 64 22.0
3 57 37.0
3 2 39.0
4 59 32.0
4 65 47.0
4 3 22.0
6 53 8.0
6 73 15.0
6 4 17.0
7 38 13.0
7 6 28.0
8 27 14.0
8 7 17.0
9 58 6.0
9 8 3.0
10 21 17.0
10 34 30.0
10 9 27.0
11 29 2.0
11 10 21.0
12 37 12.0
12 33 25.0
12 11 15.0
13 17 34.0
13 58 14.0
14 31 14.0
14 12 21.0
31 32 71.0
31 39 56.0
15 55 27.0
15 66 15.0
15 14 18.0
16 22 8.0
16 15 46.0
18 70 1.0
18 16 10.0
19 37 14.0
20 75 43.0
20 55 29.0
23 24 6.0
23 18 1.0
25 43 7.0
25 23 6.0
43 47 59.0
26 63 32.0
26 28 38.0
63 67 20.0
30 67 14.0
30 49 26.0
32 67 1.0
32 40 11.0
32 52 85.0
41 75 56.0
41 68 2.0
42 60 6.0
42 25 6.0
44 61 7.0
44 42 7.0
45 46 5.0
45 44 11.0
48 49 58.0
48 50 22.0
51 68 6.0
62 67 68.0
62 74 18.0
69 71 17.0
69 72 73.0
69 75 64.0
69 76 36.0
71 77 15.0
78 79 2.0
78 45 5.0
