[47, 74, 78]
0 41 6.0
1 61 2.0
1 18 29.0
1 0 26.0
2 63 7.0
2 31 1.0
2 37 40.0
2 1 44.0
3 37 7.0
4 13 41.0
4 50 42.0
4 2 44.0
5 64 4.0
5 4 1.0
6 19 8.0
6 5 1.0
19 74 18.0
7 56 3.0
7 6 12.0
8 55 39.0
8 12 31.0
8 7 24.0
12 38 32.0
9 18 6.0
10 42 15.0
10 8 26.0
11 62 12.0
11 10 9.0
38 67 29.0
14 27 20.0
14 11 12.0
15 57 33.0
15 75 3.0
16 44 7.0
16 14 13.0
17 76 1.0
74 75 46.0
74 76 91.0
74 77 50.0
20 50 48.0
21 65 39.0
21 22 10.0
21 16 15.0
23 59 4.0
23 21 37.0
24 45 12.0
24 23 10.0
25 29 3.0
25 24 1.0
26 36 8.0
26 25 6.0
36 43 28.0
28 30 11.0
28 26 23.0
32 72 14.0
32 28 13.0
33 34 32.0
33 35 41.0
33 58 62.0
33 32 22.0
58 60 21.0
39 40 19.0
39 70 42.0
40 45 28.0
70 71 21.0
46 47 15.0
46 66 15.0
47 73 65.0
47 48 77.0
47 49 95.0
51 73 31.0
52 53 15.0
52 54 24.0
52 33 54.0
68 69 11.0
68 52 4.0
71 73 28.0
78 79 17.0
78 68 49.0
