[37, 33, 16]
0 43 6.0
1 45 35.0
1 0 21.0
2 55 28.0
2 1 14.0
3 62 27.0
3 2 9.0
4 44 22.0
4 75 22.0
4 3 2.0
5 35 11.0
5 4 10.0
6 13 59.0
6 5 4.0
13 37 17.0
7 29 23.0
7 52 26.0
7 6 13.0
8 9 30.0
9 66 33.0
10 27 5.0
10 7 26.0
11 17 55.0
11 70 31.0
11 26 68.0
11 10 12.0
12 33 34.0
12 11 63.0
33 34 9.0
33 71 22.0
33 51 93.0
37 38 35.0
37 76 8.0
37 39 55.0
14 15 22.0
14 12 11.0
16 47 41.0
16 18 75.0
16 38 53.0
16 66 91.0
18 47 7.0
38 40 4.0
19 45 34.0
19 23 48.0
20 28 25.0
20 14 5.0
21 22 26.0
21 32 39.0
22 48 40.0
48 76 59.0
24 25 12.0
24 20 8.0
25 30 3.0
31 53 1.0
31 24 4.0
51 54 16.0
36 71 56.0
41 49 4.0
41 74 36.0
41 31 11.0
42 46 8.0
42 41 1.0
50 64 4.0
50 42 1.0
56 57 16.0
56 50 5.0
58 67 15.0
58 56 1.0
59 60 5.0
59 58 6.0
60 61 44.0
63 65 21.0
63 59 8.0
68 69 12.0
69 71 2.0
72 73 38.0
72 74 5.0
77 78 21.0
77 79 1.0
77 63 9.0
