[56, 71, 67]
0 65 25.0
1 23 3.0
1 0 6.0
2 3 14.0
2 1 27.0
4 8 21.0
4 2 22.0
5 75 54.0
5 54 29.0
6 71 27.0
71 72 13.0
7 36 11.0
7 4 4.0
9 43 38.0
9 21 33.0
10 11 12.0
10 7 10.0
12 34 37.0
12 67 7.0
67 68 40.0
67 71 90.0
13 54 37.0
14 35 12.0
14 10 4.0
15 70 12.0
15 14 8.0
16 32 31.0
16 15 8.0
32 33 47.0
17 68 15.0
17 18 5.0
19 20 38.0
19 57 5.0
20 21 2.0
22 26 18.0
22 16 18.0
24 25 56.0
24 51 29.0
24 22 33.0
27 60 23.0
27 24 46.0
28 29 16.0
28 27 4.0
30 31 16.0
30 28 25.0
37 62 22.0
37 30 17.0
38 48 6.0
38 37 28.0
39 40 9.0
39 38 11.0
41 42 1.0
41 39 2.0
42 44 7.0
45 46 7.0
45 41 18.0
47 49 11.0
47 69 26.0
47 45 11.0
50 52 4.0
50 47 6.0
53 55 10.0
53 50 14.0
56 66 87.0
56 71 72.0
56 57 90.0
56 58 10.0
59 61 4.0
59 62 33.0
63 64 28.0
63 65 29.0
64 67 34.0
64 68 10.0
72 73 7.0
73 74 22.0
74 75 36.0
76 77 10.0
76 53 30.0
78 79 1.0
78 76 22.0
