[20, 32, 19]
0 24 3.0
1 24 48.0
2 51 6.0
2 0 26.0
3 4 6.0
3 2 1.0
5 9 1.0
5 3 24.0
6 7 45.0
6 45 7.0
6 5 16.0
8 58 2.0
8 6 37.0
10 45 21.0
11 22 7.0
11 8 1.0
12 41 28.0
12 11 22.0
13 65 15.0
13 75 14.0
13 12 38.0
14 66 4.0
14 13 13.0
15 16 58.0
15 17 38.0
15 14 26.0
18 74 45.0
18 19 61.0
18 15 54.0
19 31 27.0
19 52 45.0
19 72 32.0
20 25 83.0
20 59 78.0
20 67 47.0
20 64 24.0
59 61 44.0
21 42 23.0
21 18 11.0
42 69 50.0
23 37 19.0
23 21 6.0
26 27 6.0
26 23 20.0
28 29 13.0
28 26 12.0
30 60 22.0
30 32 34.0
30 28 1.0
32 33 68.0
32 34 73.0
32 68 34.0
33 57 27.0
57 71 31.0
35 36 1.0
35 30 30.0
38 43 42.0
38 35 1.0
43 55 11.0
43 70 46.0
39 40 25.0
40 42 55.0
44 46 24.0
44 47 21.0
44 38 20.0
46 48 13.0
48 49 69.0
48 50 50.0
49 53 39.0
54 60 48.0
54 56 40.0
56 57 59.0
61 72 16.0
62 63 28.0
62 64 4.0
73 75 23.0
76 77 17.0
76 44 34.0
78 79 1.0
78 76 26.0
