[69, 57, 18]
0 44 20.0
0 68 19.0
1 18 80.0
1 0 9.0
18 67 35.0
2 17 15.0
17 30 20.0
3 18 57.0
4 27 12.0
4 1 14.0
5 9 14.0
5 4 14.0
6 10 10.0
6 33 8.0
6 5 16.0
7 8 27.0
7 10 36.0
11 20 15.0
11 6 57.0
12 32 56.0
12 13 64.0
12 28 37.0
13 17 70.0
13 18 11.0
14 59 50.0
14 11 3.0
15 45 25.0
15 14 20.0
16 59 26.0
19 47 12.0
19 15 6.0
21 53 74.0
21 19 12.0
53 55 52.0
22 29 22.0
22 21 17.0
29 34 4.0
23 45 16.0
23 24 14.0
23 73 48.0
24 25 10.0
25 26 47.0
31 71 36.0
31 73 70.0
31 35 69.0
36 37 3.0
36 22 14.0
38 64 23.0
38 36 5.0
39 40 9.0
39 38 18.0
41 42 27.0
41 39 2.0
42 43 8.0
46 47 34.0
48 49 8.0
48 41 6.0
50 51 49.0
50 52 8.0
52 53 18.0
52 54 35.0
56 57 15.0
56 48 12.0
57 58 87.0
57 60 28.0
57 61 61.0
61 62 8.0
63 72 16.0
63 56 11.0
65 66 43.0
65 67 41.0
69 70 32.0
69 72 36.0
69 74 83.0
69 75 23.0
70 72 40.0
70 75 59.0
76 77 15.0
76 78 14.0
76 63 25.0
77 78 1.0
79 76 52.0
