[57, 3, 35]
0 68 15.0
1 67 22.0
1 0 1.0
2 6 17.0
2 1 4.0
3 54 53.0
3 55 46.0
3 75 78.0
3 11 22.0
3 2 94.0
4 34 21.0
4 3 51.0
5 39 9.0
5 4 3.0
7 47 10.0
7 5 15.0
8 9 29.0
8 7 10.0
9 65 3.0
10 12 17.0
10 8 13.0
13 57 13.0
57 75 17.0
57 60 46.0
14 45 27.0
14 69 15.0
14 10 25.0
15 16 36.0
15 77 1.0
15 14 10.0
77 78 49.0
17 72 21.0
17 15 15.0
18 58 4.0
18 17 3.0
19 20 6.0
19 18 2.0
21 51 29.0
21 19 30.0
22 56 24.0
22 21 8.0
23 47 58.0
23 24 9.0
23 25 65.0
26 35 76.0
26 22 2.0
35 74 20.0
35 73 52.0
35 36 72.0
27 28 46.0
27 29 43.0
27 26 46.0
30 57 64.0
30 59 8.0
31 32 32.0
31 33 34.0
31 27 50.0
37 40 11.0
37 31 25.0
38 41 11.0
38 37 12.0
42 43 32.0
42 38 3.0
43 44 12.0
46 70 13.0
46 42 2.0
48 49 19.0
48 46 1.0
50 52 1.0
50 48 9.0
53 54 40.0
53 71 49.0
61 62 5.0
61 50 18.0
63 76 17.0
63 61 8.0
64 66 28.0
64 63 21.0
79 64 11.0
