[59, 52, 11]
0 60 3.0
0 17 11.0
1 19 22.0
1 45 23.0
1 0 16.0
19 20 27.0
2 14 8.0
2 13 7.0
2 1 3.0
3 28 15.0
3 4 71.0
3 2 23.0
4 62 57.0
4 43 4.0
5 35 15.0
5 3 46.0
35 40 16.0
6 7 15.0
6 5 12.0
8 77 26.0
8 41 5.0
8 6 12.0
77 79 18.0
9 69 8.0
9 8 6.0
10 51 19.0
10 9 12.0
11 31 65.0
11 42 3.0
11 18 95.0
11 33 50.0
11 10 12.0
42 44 46.0
33 52 44.0
12 61 33.0
12 15 6.0
12 11 91.0
16 74 5.0
16 12 7.0
21 37 15.0
21 16 16.0
22 36 9.0
22 21 16.0
23 57 33.0
23 22 1.0
57 58 33.0
24 29 56.0
29 52 88.0
29 42 32.0
25 76 1.0
25 67 43.0
25 23 16.0
67 68 11.0
26 41 24.0
26 70 4.0
27 72 9.0
27 25 26.0
30 32 12.0
30 46 13.0
30 27 29.0
34 52 90.0
38 75 15.0
38 30 3.0
39 48 3.0
39 38 6.0
47 49 18.0
47 39 16.0
50 52 43.0
50 53 69.0
50 56 60.0
54 63 5.0
54 47 15.0
55 78 9.0
55 54 9.0
58 59 93.0
59 64 72.0
59 65 61.0
59 66 90.0
71 73 17.0
71 55 9.0
