[33, 15, 17]
0 43 4.0
1 67 8.0
1 64 49.0
1 0 17.0
2 61 1.0
2 1 50.0
3 10 18.0
3 2 2.0
10 21 53.0
4 5 9.0
4 3 4.0
6 58 2.0
6 4 6.0
7 76 14.0
7 6 7.0
8 30 2.0
8 7 2.0
9 63 46.0
9 54 40.0
9 8 7.0
11 44 7.0
11 9 36.0
12 14 51.0
12 11 3.0
13 33 68.0
13 26 66.0
13 14 10.0
33 34 4.0
33 35 46.0
15 40 49.0
15 55 61.0
15 16 45.0
15 24 64.0
15 12 80.0
17 20 48.0
17 18 1.0
17 71 16.0
17 74 63.0
17 15 5.0
19 42 9.0
19 17 21.0
22 45 1.0
22 19 9.0
23 35 21.0
25 66 9.0
25 22 3.0
27 28 7.0
27 25 17.0
29 49 24.0
29 31 23.0
29 56 69.0
29 27 80.0
32 33 39.0
36 62 37.0
36 29 56.0
62 69 40.0
37 38 9.0
37 36 5.0
39 40 36.0
41 57 1.0
41 70 20.0
41 37 34.0
46 72 3.0
46 41 39.0
47 52 1.0
47 46 9.0
48 49 55.0
50 75 40.0
50 47 7.0
75 77 47.0
51 53 51.0
51 50 9.0
53 59 48.0
60 68 2.0
60 51 1.0
65 70 37.0
65 73 48.0
77 78 42.0
78 79 36.0
