[63, 53, 69]
0 58 15.0
1 77 15.0
1 0 8.0
2 3 38.0
2 1 1.0
3 4 26.0
5 67 6.0
5 2 10.0
6 39 6.0
6 5 7.0
7 57 4.0
7 6 4.0
8 18 18.0
8 7 16.0
9 16 22.0
9 8 28.0
10 11 12.0
10 31 28.0
10 9 8.0
12 25 15.0
12 10 6.0
13 65 3.0
13 12 9.0
14 53 1.0
14 13 8.0
53 54 51.0
53 59 4.0
53 60 45.0
15 26 6.0
15 14 1.0
17 22 8.0
17 15 11.0
22 72 44.0
19 38 26.0
19 17 12.0
38 41 45.0
20 42 27.0
20 59 11.0
21 43 3.0
21 19 8.0
23 27 41.0
23 21 2.0
27 68 1.0
24 47 18.0
24 23 19.0
28 55 4.0
28 24 4.0
29 33 33.0
29 78 43.0
29 28 38.0
30 40 6.0
30 29 49.0
32 72 6.0
34 49 38.0
34 35 13.0
34 30 37.0
36 37 2.0
36 34 13.0
44 56 4.0
44 36 4.0
45 61 18.0
45 44 1.0
46 63 55.0
46 45 3.0
63 64 1.0
63 75 2.0
48 50 7.0
48 51 22.0
48 46 28.0
52 73 25.0
52 69 94.0
52 48 2.0
69 70 89.0
69 71 71.0
69 76 97.0
60 74 25.0
62 63 38.0
64 66 34.0
76 79 10.0
