[47, 19, 6]
0 46 19.0
1 20 26.0
1 0 7.0
2 18 12.0
2 1 4.0
3 59 6.0
3 2 2.0
4 63 13.0
4 59 7.0
5 68 4.0
5 3 3.0
6 60 80.0
6 73 67.0
6 65 36.0
6 19 80.0
73 74 40.0
19 66 39.0
19 68 68.0
19 50 79.0
7 77 9.0
7 5 1.0
8 75 2.0
8 7 14.0
9 26 23.0
10 11 53.0
10 26 27.0
11 27 38.0
11 12 28.0
13 14 3.0
13 8 19.0
15 16 16.0
15 17 27.0
15 13 34.0
21 32 17.0
21 15 19.0
22 34 42.0
22 69 1.0
22 21 33.0
23 27 10.0
23 50 56.0
24 30 3.0
24 22 27.0
25 31 8.0
25 24 1.0
28 47 24.0
28 25 2.0
47 52 7.0
47 57 60.0
29 32 20.0
33 75 42.0
33 35 33.0
36 55 63.0
55 56 37.0
55 70 27.0
37 78 3.0
37 28 6.0
38 72 29.0
39 48 4.0
39 37 3.0
40 41 29.0
40 42 21.0
40 39 32.0
41 43 23.0
43 76 74.0
43 44 13.0
44 61 35.0
45 47 38.0
49 51 8.0
49 67 34.0
49 40 1.0
51 53 29.0
51 54 10.0
58 60 28.0
62 64 13.0
62 70 31.0
62 65 35.0
64 71 22.0
64 72 14.0
79 49 50.0
