[22, 10, 63]
0 56 7.0
1 15 12.0
1 0 13.0
2 38 1.0
2 1 4.0
3 76 18.0
3 2 9.0
4 28 1.0
4 3 1.0
5 39 8.0
5 4 15.0
6 42 44.0
6 5 13.0
42 69 40.0
7 65 49.0
7 29 28.0
7 6 26.0
8 17 5.0
8 7 3.0
9 18 6.0
9 8 3.0
10 19 9.0
10 66 70.0
10 49 18.0
10 12 22.0
10 9 79.0
11 54 9.0
11 10 60.0
13 14 4.0
13 11 5.0
16 61 1.0
16 20 49.0
16 13 29.0
21 30 12.0
21 16 25.0
22 27 26.0
22 74 33.0
22 50 4.0
22 44 94.0
22 21 46.0
23 24 26.0
23 51 29.0
23 22 78.0
25 26 4.0
25 23 14.0
31 45 4.0
31 25 8.0
32 78 16.0
32 31 7.0
33 34 8.0
33 32 16.0
35 36 2.0
35 33 3.0
37 40 1.0
37 35 6.0
40 41 25.0
43 71 5.0
43 37 3.0
46 47 1.0
46 43 1.0
48 52 10.0
48 53 6.0
48 46 9.0
53 57 38.0
55 58 43.0
55 72 39.0
55 48 20.0
58 70 27.0
59 62 3.0
59 55 30.0
60 63 35.0
60 59 4.0
63 67 76.0
63 64 99.0
63 73 21.0
67 68 6.0
75 77 17.0
75 60 4.0
79 75 28.0
