[38, 6, 34]
0 53 1.0
1 2 6.0
1 13 48.0
1 0 36.0
13 14 2.0
3 7 29.0
3 1 16.0
4 76 75.0
4 49 27.0
4 34 47.0
4 3 69.0
34 35 33.0
34 51 39.0
5 20 7.0
5 4 83.0
6 56 26.0
6 54 66.0
6 44 21.0
6 69 28.0
6 5 42.0
8 60 15.0
8 77 43.0
8 6 95.0
9 26 8.0
9 8 8.0
10 43 24.0
10 65 27.0
10 9 32.0
11 48 2.0
11 10 31.0
12 78 41.0
12 75 25.0
12 11 35.0
15 16 35.0
15 12 12.0
16 33 19.0
17 18 8.0
17 15 7.0
18 36 9.0
19 46 19.0
19 21 14.0
46 47 29.0
21 72 22.0
22 42 13.0
22 17 7.0
23 50 27.0
23 22 2.0
24 40 54.0
25 26 37.0
27 31 25.0
27 68 44.0
31 45 9.0
31 52 79.0
28 62 59.0
62 78 56.0
29 30 3.0
29 23 3.0
32 34 74.0
32 73 5.0
51 57 13.0
37 62 62.0
38 69 5.0
38 39 36.0
38 55 34.0
38 40 39.0
41 45 27.0
41 42 33.0
47 49 11.0
58 68 51.0
59 61 1.0
59 29 3.0
63 64 38.0
64 65 9.0
66 67 20.0
66 59 1.0
70 71 24.0
70 66 3.0
71 74 29.0
74 79 68.0
