[29, 68, 78]
0 39 25.0
39 73 15.0
39 40 80.0
1 31 3.0
1 0 8.0
2 52 17.0
2 1 19.0
3 11 19.0
3 75 4.0
3 2 20.0
4 55 4.0
4 3 14.0
5 21 77.0
5 49 13.0
5 64 60.0
5 4 21.0
6 34 6.0
6 5 59.0
7 66 6.0
7 6 6.0
8 23 17.0
8 9 34.0
8 7 24.0
10 30 9.0
10 8 13.0
12 72 4.0
12 10 5.0
13 15 3.0
13 12 17.0
14 47 6.0
14 13 1.0
16 18 1.0
16 14 1.0
17 19 3.0
17 16 6.0
20 22 9.0
20 17 2.0
24 57 37.0
24 67 13.0
24 20 20.0
25 28 1.0
25 24 16.0
26 27 7.0
26 25 5.0
29 32 65.0
29 77 72.0
29 33 91.0
29 35 61.0
29 26 63.0
32 74 37.0
36 63 22.0
36 29 81.0
37 38 4.0
37 36 3.0
38 54 37.0
41 63 56.0
42 44 3.0
42 37 14.0
43 45 3.0
43 42 8.0
46 48 4.0
46 43 4.0
50 51 22.0
51 54 43.0
51 53 23.0
56 57 20.0
58 59 1.0
58 46 1.0
60 61 28.0
60 62 19.0
60 65 13.0
60 58 65.0
62 68 32.0
68 69 15.0
68 70 95.0
68 71 94.0
69 76 10.0
78 79 72.0
78 60 96.0
