[24, 33, 74]
0 73 1.0
1 15 74.0
1 50 22.0
1 2 47.0
1 0 44.0
50 57 60.0
50 51 25.0
3 59 8.0
3 5 37.0
3 1 31.0
4 6 5.0
4 3 33.0
7 8 5.0
7 4 1.0
8 12 46.0
9 52 18.0
9 7 11.0
10 30 10.0
10 9 6.0
11 13 20.0
11 14 23.0
11 10 23.0
14 20 31.0
16 22 19.0
16 11 5.0
17 70 1.0
17 16 3.0
18 19 1.0
18 17 2.0
21 34 9.0
21 18 8.0
23 63 9.0
23 21 8.0
24 25 92.0
24 26 14.0
24 33 8.0
24 27 84.0
24 23 89.0
26 28 38.0
26 40 48.0
33 64 82.0
33 35 43.0
29 31 7.0
29 24 71.0
32 33 83.0
36 38 1.0
36 72 6.0
36 29 2.0
37 75 5.0
37 36 4.0
39 41 14.0
39 37 16.0
42 67 13.0
42 43 12.0
42 39 2.0
44 45 17.0
44 42 25.0
46 47 2.0
46 44 8.0
48 49 1.0
48 46 22.0
53 54 6.0
53 48 1.0
55 65 4.0
55 53 21.0
56 58 3.0
56 55 1.0
60 66 1.0
60 56 8.0
61 77 13.0
61 60 1.0
62 68 8.0
62 61 13.0
69 71 12.0
69 74 82.0
74 75 21.0
74 76 38.0
74 78 44.0
79 62 5.0
