[16, 14, 18]
0 62 5.0
1 78 7.0
1 0 2.0
2 31 34.0
2 1 2.0
3 34 10.0
3 2 6.0
4 67 25.0
4 54 17.0
4 3 1.0
5 28 3.0
5 4 14.0
6 25 3.0
6 5 1.0
7 19 20.0
7 42 39.0
7 6 17.0
8 55 18.0
8 7 42.0
9 64 34.0
9 77 27.0
9 8 25.0
10 13 39.0
13 33 4.0
11 39 3.0
11 56 13.0
11 9 50.0
12 16 100.0
16 31 17.0
16 26 2.0
16 20 9.0
14 33 92.0
14 71 95.0
14 48 90.0
14 32 8.0
71 72 9.0
15 68 58.0
15 11 10.0
20 45 41.0
17 57 36.0
17 72 17.0
18 57 95.0
18 49 43.0
18 79 92.0
18 34 86.0
21 22 9.0
21 15 17.0
23 24 32.0
23 21 27.0
24 27 25.0
27 29 13.0
29 30 12.0
35 36 63.0
35 37 9.0
35 43 13.0
35 23 40.0
43 44 50.0
38 46 13.0
38 35 19.0
40 63 14.0
40 38 10.0
41 43 37.0
44 73 46.0
47 50 12.0
47 40 14.0
51 52 71.0
51 47 17.0
52 53 40.0
52 58 70.0
58 59 7.0
58 60 57.0
59 61 9.0
65 66 4.0
65 68 17.0
66 69 10.0
70 71 58.0
74 75 13.0
74 76 6.0
74 51 25.0
