[4, 19, 55]
0 73 23.0
1 60 27.0
1 15 65.0
15 26 46.0
15 43 76.0
2 3 18.0
2 25 28.0
2 0 27.0
3 77 21.0
4 28 37.0
4 58 10.0
4 43 62.0
4 39 87.0
5 36 34.0
5 54 59.0
5 2 59.0
6 13 87.0
13 20 11.0
13 22 57.0
7 38 21.0
7 5 15.0
8 66 15.0
9 37 4.0
9 7 8.0
10 39 18.0
10 50 42.0
11 12 37.0
11 9 11.0
12 29 17.0
14 61 8.0
14 11 9.0
16 38 34.0
17 65 8.0
17 14 8.0
18 38 24.0
19 20 43.0
19 26 66.0
19 66 91.0
19 53 26.0
21 23 79.0
21 17 4.0
23 31 34.0
23 49 13.0
24 41 38.0
24 27 37.0
24 21 31.0
30 77 39.0
32 40 1.0
32 24 8.0
33 34 28.0
33 32 1.0
34 51 4.0
35 41 43.0
35 62 38.0
42 43 1.0
42 74 30.0
44 57 27.0
44 45 5.0
45 46 21.0
46 48 21.0
46 62 42.0
47 51 21.0
52 55 36.0
52 56 38.0
55 57 31.0
55 59 44.0
55 63 64.0
64 68 11.0
64 67 43.0
67 69 1.0
69 70 57.0
70 71 72.0
71 72 74.0
71 73 32.0
72 74 12.0
75 76 9.0
75 33 6.0
76 78 57.0
78 79 16.0
