[78, 36, 54]
0 61 7.0
1 51 3.0
1 0 8.0
2 37 7.0
2 1 1.0
3 25 8.0
3 2 20.0
4 78 77.0
4 3 1.0
5 21 29.0
5 4 7.0
6 13 57.0
6 15 89.0
6 78 72.0
7 58 3.0
7 5 9.0
8 43 9.0
8 7 4.0
9 78 52.0
10 48 8.0
10 8 2.0
11 26 4.0
11 10 1.0
12 14 4.0
12 11 1.0
16 17 43.0
16 12 3.0
17 36 19.0
36 57 79.0
36 38 42.0
36 65 14.0
18 19 50.0
18 39 26.0
18 16 4.0
19 74 53.0
19 20 46.0
22 27 7.0
22 78 34.0
23 28 8.0
23 18 20.0
24 25 20.0
29 30 15.0
29 23 4.0
31 32 21.0
31 29 20.0
33 34 1.0
33 31 27.0
35 67 7.0
35 33 9.0
40 41 2.0
40 35 4.0
42 44 4.0
42 40 1.0
45 52 1.0
45 42 9.0
46 47 3.0
46 45 1.0
49 50 3.0
49 46 4.0
53 76 6.0
53 49 2.0
54 55 6.0
54 56 4.0
54 59 45.0
54 60 88.0
54 53 1.0
62 63 11.0
62 54 25.0
64 66 4.0
64 62 7.0
68 69 4.0
68 64 1.0
70 71 52.0
70 72 60.0
70 68 1.0
73 75 38.0
73 76 10.0
77 79 4.0
77 70 17.0
