[27, 24, 41]
0 38 65.0
0 45 9.0
38 41 86.0
1 15 7.0
1 30 60.0
1 2 43.0
2 25 16.0
2 42 7.0
3 77 4.0
3 0 11.0
4 66 21.0
4 3 6.0
5 24 85.0
5 4 18.0
24 26 4.0
24 52 23.0
24 27 15.0
6 64 9.0
6 7 32.0
6 5 3.0
8 38 67.0
8 78 10.0
9 14 18.0
9 6 31.0
10 69 67.0
10 39 45.0
10 41 4.0
39 75 26.0
39 43 60.0
41 42 84.0
11 23 18.0
11 9 12.0
12 60 18.0
12 11 2.0
13 61 52.0
16 17 9.0
16 12 9.0
18 19 2.0
18 16 16.0
20 51 58.0
51 52 57.0
51 53 61.0
21 63 51.0
21 31 14.0
21 18 25.0
22 74 28.0
27 28 72.0
27 54 80.0
27 29 75.0
29 32 65.0
29 71 35.0
71 72 77.0
71 74 59.0
33 34 4.0
33 21 32.0
35 36 5.0
35 33 2.0
37 70 4.0
37 35 5.0
40 61 44.0
40 57 41.0
40 41 75.0
44 59 7.0
44 37 19.0
46 47 25.0
46 65 24.0
46 44 4.0
65 67 8.0
48 49 63.0
48 50 57.0
48 73 55.0
48 46 34.0
55 56 2.0
55 48 55.0
58 62 13.0
58 55 19.0
68 79 2.0
68 58 8.0
76 68 17.0
