[28, 42, 22]
0 33 4.0
0 48 35.0
1 73 14.0
1 0 26.0
2 49 2.0
2 1 9.0
3 22 88.0
3 12 55.0
3 14 7.0
3 2 58.0
22 58 93.0
22 31 22.0
22 65 57.0
4 23 35.0
4 34 32.0
4 3 24.0
23 79 23.0
5 58 8.0
6 14 11.0
6 67 34.0
7 13 4.0
7 4 16.0
13 76 50.0
8 74 6.0
8 37 39.0
8 7 17.0
37 38 45.0
9 68 18.0
9 8 33.0
10 75 26.0
10 9 7.0
11 27 2.0
11 10 3.0
15 26 16.0
15 11 9.0
16 17 6.0
16 15 12.0
18 66 55.0
18 75 44.0
19 25 9.0
19 28 73.0
19 35 28.0
28 29 40.0
28 57 66.0
20 21 35.0
20 78 16.0
20 16 43.0
31 61 56.0
24 28 27.0
30 76 29.0
30 43 20.0
32 34 15.0
32 35 3.0
32 59 37.0
36 44 1.0
36 20 36.0
38 50 42.0
38 39 49.0
39 40 25.0
41 42 53.0
41 36 22.0
42 51 69.0
42 45 100.0
42 54 10.0
46 47 31.0
47 62 54.0
47 52 13.0
52 66 66.0
53 77 63.0
53 55 49.0
53 41 21.0
56 59 34.0
60 63 17.0
60 64 13.0
60 66 7.0
69 70 19.0
69 53 24.0
70 71 23.0
72 77 56.0
