[5, 47, 43]
0 58 4.0
0 1 59.0
1 50 27.0
50 52 26.0
2 20 23.0
2 72 7.0
2 0 28.0
3 66 68.0
3 64 4.0
3 56 3.0
3 2 20.0
4 19 29.0
4 23 17.0
4 3 51.0
5 30 40.0
5 6 33.0
5 62 99.0
5 10 10.0
5 4 18.0
7 46 28.0
7 22 49.0
7 5 61.0
8 34 2.0
8 7 11.0
9 11 48.0
9 70 11.0
9 51 3.0
11 76 5.0
11 13 38.0
12 75 33.0
12 71 11.0
14 15 25.0
14 73 10.0
14 57 64.0
15 26 45.0
15 24 24.0
16 17 28.0
16 8 3.0
18 20 14.0
21 22 27.0
21 25 29.0
27 33 15.0
27 16 5.0
28 40 8.0
28 74 10.0
28 27 24.0
74 77 10.0
29 31 14.0
29 32 25.0
29 28 57.0
31 59 19.0
31 65 44.0
35 44 46.0
36 37 4.0
36 38 45.0
37 60 1.0
39 43 68.0
43 60 35.0
43 44 92.0
43 45 34.0
41 63 1.0
41 42 49.0
41 29 10.0
45 47 10.0
47 60 10.0
47 61 18.0
47 48 85.0
61 62 45.0
48 69 35.0
48 49 73.0
69 70 63.0
69 73 29.0
53 54 12.0
53 64 24.0
53 75 63.0
54 55 5.0
67 68 1.0
67 41 53.0
78 79 3.0
78 67 40.0
