[44, 25, 63]
0 46 22.0
0 68 49.0
1 62 34.0
1 0 40.0
2 65 42.0
2 57 50.0
2 66 28.0
2 1 3.0
3 4 17.0
3 2 30.0
4 30 2.0
5 7 25.0
5 3 15.0
7 10 11.0
6 44 80.0
44 47 34.0
10 47 35.0
8 45 11.0
8 5 19.0
9 67 20.0
9 8 19.0
11 26 3.0
11 9 10.0
12 56 7.0
12 11 19.0
13 31 1.0
13 12 1.0
14 62 48.0
14 32 1.0
32 72 9.0
15 58 17.0
15 13 1.0
16 17 32.0
17 44 20.0
18 19 5.0
18 20 13.0
18 15 17.0
21 22 52.0
21 69 2.0
21 18 22.0
23 24 9.0
23 21 6.0
25 41 6.0
25 27 37.0
25 42 30.0
25 63 43.0
25 23 50.0
63 77 30.0
63 78 97.0
28 70 2.0
28 71 32.0
28 29 31.0
29 63 85.0
33 34 27.0
33 25 14.0
35 36 18.0
35 33 9.0
37 75 5.0
37 39 12.0
37 74 63.0
38 64 39.0
38 73 20.0
38 35 15.0
40 50 10.0
40 38 35.0
43 74 55.0
43 44 6.0
48 49 1.0
48 40 7.0
51 52 9.0
51 48 9.0
53 54 4.0
53 51 2.0
55 76 14.0
55 53 8.0
59 60 8.0
59 61 21.0
59 55 40.0
77 78 33.0
77 79 71.0
