[10, 56, 2]
0 14 7.0
1 17 6.0
1 0 8.0
2 61 52.0
2 18 67.0
2 29 37.0
2 15 70.0
2 1 5.0
3 52 8.0
3 2 71.0
4 45 8.0
4 3 13.0
5 53 60.0
5 7 21.0
5 4 31.0
6 8 2.0
6 5 26.0
9 10 98.0
9 6 4.0
10 28 44.0
10 46 28.0
10 25 63.0
46 50 31.0
11 27 4.0
11 9 2.0
12 31 1.0
12 11 3.0
13 75 7.0
13 12 3.0
16 21 3.0
16 13 4.0
19 59 27.0
19 16 4.0
20 56 4.0
20 19 1.0
56 57 73.0
56 60 97.0
22 69 10.0
22 20 3.0
23 24 2.0
23 22 15.0
26 58 5.0
26 23 3.0
30 35 5.0
30 26 2.0
32 66 16.0
32 30 6.0
33 34 54.0
33 36 33.0
33 32 3.0
37 38 15.0
37 33 33.0
39 40 57.0
39 37 9.0
40 41 36.0
40 48 53.0
42 43 9.0
42 39 3.0
44 46 67.0
47 49 9.0
47 42 4.0
51 53 58.0
54 55 42.0
54 56 89.0
62 63 4.0
62 47 1.0
64 65 11.0
64 62 5.0
67 68 9.0
67 64 8.0
68 70 17.0
71 72 1.0
71 67 18.0
73 74 5.0
73 71 8.0
76 77 35.0
76 78 8.0
76 73 12.0
77 79 31.0
