[51, 19, 4]
0 25 4.0
0 15 16.0
15 16 44.0
1 40 13.0
1 26 9.0
1 50 21.0
1 0 70.0
2 43 11.0
2 1 54.0
3 61 10.0
3 2 3.0
4 18 35.0
4 72 42.0
4 73 50.0
4 47 33.0
4 3 68.0
5 67 2.0
5 4 77.0
6 35 21.0
6 46 29.0
6 5 53.0
35 36 12.0
7 51 40.0
7 6 6.0
51 52 48.0
51 53 31.0
8 45 17.0
8 7 14.0
9 57 5.0
9 8 8.0
10 43 36.0
11 77 8.0
11 78 29.0
11 9 39.0
12 79 3.0
12 11 3.0
13 14 21.0
13 15 48.0
14 74 39.0
16 17 37.0
19 29 92.0
19 20 43.0
19 21 36.0
19 60 63.0
19 12 20.0
22 23 19.0
22 19 25.0
24 27 3.0
24 22 2.0
28 37 7.0
28 24 1.0
37 38 3.0
30 31 4.0
30 28 25.0
32 62 1.0
32 30 6.0
33 34 6.0
33 32 3.0
38 75 33.0
39 40 3.0
41 42 8.0
41 49 15.0
41 44 2.0
41 33 35.0
48 66 19.0
48 51 86.0
54 55 14.0
54 41 45.0
56 58 1.0
56 54 20.0
59 63 11.0
59 56 28.0
64 65 13.0
64 59 26.0
68 69 5.0
68 70 37.0
68 64 14.0
71 76 10.0
71 68 23.0
