[12, 21, 66]
0 49 1.0
1 66 73.0
1 21 30.0
1 0 36.0
66 67 87.0
66 69 99.0
21 24 16.0
2 3 10.0
2 1 50.0
3 50 27.0
3 25 31.0
4 12 41.0
12 54 54.0
12 45 99.0
12 21 23.0
5 38 2.0
5 2 21.0
6 7 10.0
6 39 20.0
6 5 18.0
8 28 28.0
8 6 39.0
9 64 16.0
9 8 7.0
10 21 53.0
10 22 78.0
10 20 18.0
11 44 5.0
11 9 6.0
13 15 7.0
13 11 4.0
14 68 26.0
14 28 30.0
16 18 67.0
16 17 18.0
16 46 18.0
16 13 41.0
18 23 58.0
19 23 37.0
24 26 9.0
24 63 6.0
26 27 11.0
29 55 35.0
29 71 9.0
29 16 66.0
30 65 19.0
30 29 18.0
31 32 20.0
31 30 5.0
32 33 22.0
34 35 1.0
34 31 4.0
36 37 3.0
36 34 8.0
40 52 46.0
41 51 14.0
41 36 11.0
42 66 25.0
42 52 13.0
43 47 43.0
43 52 2.0
48 53 1.0
48 41 15.0
56 57 6.0
56 48 1.0
57 77 1.0
58 59 15.0
58 56 3.0
60 61 18.0
61 62 48.0
62 63 52.0
70 71 12.0
72 73 1.0
72 74 32.0
72 58 31.0
75 76 2.0
75 72 33.0
78 79 14.0
78 75 8.0
