[12, 18, 38]
0 28 4.0
1 4 3.0
1 0 20.0
2 71 26.0
2 73 20.0
2 1 17.0
3 5 3.0
3 2 14.0
6 50 16.0
6 3 19.0
7 36 21.0
7 32 22.0
7 6 1.0
8 54 1.0
8 66 19.0
8 7 6.0
9 64 47.0
9 52 28.0
9 8 43.0
10 43 19.0
10 9 43.0
11 70 12.0
11 10 8.0
12 57 44.0
12 26 83.0
12 49 55.0
12 48 32.0
12 11 33.0
13 44 4.0
13 12 79.0
14 39 26.0
14 13 27.0
15 22 38.0
15 16 69.0
16 17 30.0
16 18 95.0
18 33 33.0
18 74 53.0
18 19 10.0
33 69 23.0
19 45 38.0
20 39 10.0
21 37 3.0
21 14 17.0
23 24 29.0
23 21 5.0
25 26 3.0
27 40 25.0
27 23 15.0
29 30 3.0
30 51 23.0
31 33 25.0
31 41 32.0
34 35 5.0
34 27 13.0
38 51 21.0
38 70 14.0
38 41 81.0
38 75 46.0
42 69 27.0
46 78 29.0
46 34 17.0
47 53 20.0
47 46 4.0
53 55 40.0
56 58 17.0
56 47 23.0
59 60 6.0
59 56 4.0
61 77 35.0
61 62 38.0
61 59 23.0
62 63 34.0
65 72 56.0
65 61 18.0
67 68 12.0
68 72 46.0
76 79 5.0
76 65 4.0
