[37, 15, 4]
0 73 19.0
73 74 77.0
1 58 12.0
1 0 9.0
2 60 31.0
2 20 19.0
2 26 19.0
2 1 31.0
3 51 43.0
3 4 37.0
4 74 94.0
4 5 96.0
4 14 21.0
74 75 57.0
5 6 27.0
5 30 17.0
14 76 29.0
6 49 58.0
7 61 13.0
7 2 45.0
8 54 13.0
8 69 27.0
8 7 5.0
9 38 2.0
9 8 20.0
10 11 7.0
10 9 16.0
12 72 17.0
12 10 6.0
13 25 30.0
13 55 5.0
13 12 23.0
15 16 7.0
15 56 2.0
15 47 22.0
15 49 45.0
16 43 36.0
17 18 12.0
17 13 8.0
18 19 58.0
21 24 15.0
21 17 3.0
24 62 26.0
22 75 19.0
22 23 22.0
27 63 6.0
27 21 7.0
28 57 26.0
28 35 17.0
29 30 48.0
29 57 60.0
31 50 52.0
31 32 14.0
32 33 20.0
32 42 30.0
34 45 1.0
34 27 1.0
36 64 18.0
36 37 33.0
64 65 14.0
37 43 92.0
37 70 88.0
37 39 19.0
40 48 3.0
41 71 30.0
41 44 10.0
41 34 30.0
46 48 39.0
46 50 13.0
46 52 33.0
52 61 42.0
53 59 4.0
53 63 57.0
59 63 36.0
65 66 34.0
65 67 66.0
66 67 45.0
68 72 2.0
77 78 52.0
77 79 38.0
77 41 33.0
78 79 11.0
