[8, 33, 27]
0 39 1.0
1 37 1.0
1 0 4.0
2 31 38.0
2 66 48.0
2 1 18.0
3 71 7.0
3 2 40.0
4 73 17.0
4 18 17.0
4 3 25.0
5 69 6.0
5 4 29.0
6 67 7.0
6 5 6.0
7 14 14.0
7 6 1.0
8 62 47.0
8 64 19.0
8 19 77.0
8 28 55.0
8 7 2.0
19 20 32.0
9 28 14.0
10 27 28.0
10 8 10.0
27 70 76.0
27 75 67.0
27 38 70.0
11 21 8.0
11 10 2.0
12 56 36.0
12 68 19.0
12 11 14.0
13 48 1.0
13 12 49.0
15 16 7.0
15 13 1.0
17 65 5.0
17 15 5.0
22 23 16.0
22 17 7.0
24 40 20.0
24 22 12.0
25 41 6.0
25 24 1.0
26 74 3.0
26 58 12.0
26 25 13.0
29 72 3.0
29 26 8.0
30 36 9.0
30 29 3.0
32 51 11.0
32 30 1.0
33 34 74.0
33 35 68.0
33 76 8.0
33 77 37.0
33 32 55.0
42 43 2.0
42 33 74.0
44 45 8.0
44 42 1.0
46 78 10.0
46 44 2.0
47 49 15.0
47 46 3.0
50 55 2.0
50 47 1.0
52 79 1.0
52 50 3.0
53 54 23.0
53 52 1.0
54 57 31.0
59 60 7.0
59 53 2.0
61 63 2.0
61 59 7.0
