[51, 31, 32]
0 32 2.0
32 72 67.0
32 66 39.0
1 10 36.0
1 0 7.0
2 27 55.0
2 78 56.0
2 77 18.0
2 1 79.0
3 9 20.0
3 62 15.0
3 48 58.0
3 2 25.0
9 58 24.0
4 38 55.0
4 45 55.0
4 3 27.0
38 39 11.0
45 60 49.0
5 43 20.0
5 44 20.0
6 35 54.0
6 19 8.0
19 54 37.0
7 10 21.0
8 11 1.0
8 4 52.0
12 28 54.0
12 76 44.0
28 29 58.0
28 51 48.0
13 40 22.0
40 79 1.0
14 78 8.0
15 62 10.0
16 36 6.0
16 8 10.0
17 44 38.0
17 18 22.0
18 46 33.0
20 37 70.0
20 16 26.0
37 61 24.0
37 41 21.0
21 22 19.0
21 20 5.0
23 30 8.0
23 21 1.0
24 25 34.0
24 26 15.0
24 23 5.0
51 53 17.0
51 79 76.0
51 54 38.0
31 59 28.0
31 32 92.0
31 42 66.0
31 33 67.0
42 46 38.0
33 73 45.0
34 35 14.0
39 40 22.0
47 48 1.0
49 52 48.0
49 50 30.0
49 24 20.0
55 56 9.0
55 49 31.0
57 63 16.0
57 55 9.0
63 64 64.0
63 65 32.0
67 68 10.0
67 70 21.0
67 57 4.0
69 71 48.0
71 72 43.0
74 75 1.0
74 67 8.0
