[5, 28, 61]
0 68 25.0
1 26 14.0
1 0 24.0
2 72 31.0
2 29 16.0
2 1 23.0
3 22 3.0
3 2 26.0
4 20 3.0
4 3 1.0
5 11 64.0
5 9 95.0
5 17 85.0
5 21 8.0
5 4 35.0
21 66 8.0
6 45 3.0
6 5 77.0
7 39 2.0
7 6 2.0
8 65 24.0
8 7 1.0
10 38 10.0
10 8 4.0
12 30 17.0
12 10 1.0
13 14 9.0
13 12 12.0
15 76 14.0
15 13 3.0
76 77 45.0
16 61 60.0
16 15 29.0
61 63 63.0
61 67 33.0
18 64 3.0
18 16 20.0
19 73 18.0
19 18 1.0
23 27 25.0
23 19 12.0
24 36 3.0
24 23 29.0
25 40 3.0
25 24 2.0
28 32 32.0
28 33 93.0
28 41 87.0
28 31 32.0
28 25 89.0
33 34 51.0
41 42 19.0
34 37 2.0
34 35 12.0
43 75 5.0
43 28 53.0
44 58 49.0
44 46 57.0
44 54 46.0
44 43 29.0
47 48 18.0
47 44 59.0
49 50 10.0
49 47 2.0
50 53 8.0
51 52 4.0
51 49 1.0
55 56 8.0
55 51 8.0
57 59 11.0
57 55 1.0
60 61 73.0
60 62 43.0
69 70 1.0
69 57 3.0
71 74 1.0
71 69 1.0
78 79 8.0
78 71 4.0
