[68, 66, 12]
0 32 32.0
0 42 25.0
1 39 17.0
1 20 61.0
1 11 54.0
1 0 78.0
39 40 51.0
20 21 24.0
2 54 3.0
2 1 71.0
3 33 34.0
3 74 45.0
3 36 30.0
33 35 54.0
36 37 76.0
4 5 31.0
4 71 38.0
4 2 16.0
6 7 20.0
6 55 21.0
7 26 3.0
7 27 17.0
26 28 13.0
26 29 55.0
8 34 19.0
8 4 1.0
9 18 11.0
9 8 8.0
10 47 7.0
10 9 4.0
12 24 29.0
12 53 46.0
12 45 73.0
12 14 30.0
12 10 32.0
14 17 37.0
13 74 38.0
15 59 19.0
15 69 39.0
15 46 49.0
59 60 33.0
16 19 28.0
16 12 58.0
22 62 19.0
22 16 28.0
23 25 1.0
23 22 12.0
28 74 26.0
30 43 48.0
43 62 58.0
31 33 54.0
35 69 38.0
37 38 60.0
37 39 59.0
40 41 20.0
41 48 2.0
44 51 17.0
44 23 19.0
49 50 23.0
49 44 30.0
50 52 18.0
56 64 9.0
56 49 19.0
64 65 70.0
57 58 32.0
58 62 40.0
61 63 20.0
61 68 69.0
61 64 73.0
68 75 27.0
68 73 89.0
66 67 50.0
66 68 59.0
66 70 44.0
66 72 12.0
75 76 67.0
75 77 76.0
77 78 14.0
79 56 12.0
