[7, 33, 17]
0 61 4.0
1 2 19.0
1 0 5.0
3 14 19.0
3 1 11.0
4 5 9.0
4 3 7.0
6 28 1.0
6 4 11.0
7 8 53.0
7 60 94.0
7 73 71.0
7 69 43.0
7 6 46.0
9 25 17.0
9 10 3.0
9 7 74.0
11 41 28.0
11 9 28.0
12 59 21.0
12 13 3.0
12 11 24.0
15 74 9.0
15 12 14.0
16 23 16.0
16 15 4.0
17 32 32.0
17 21 78.0
17 75 84.0
17 72 90.0
17 16 95.0
72 79 56.0
18 56 14.0
18 17 47.0
19 77 12.0
19 18 14.0
20 22 10.0
20 19 5.0
24 73 4.0
26 27 4.0
26 20 6.0
29 42 5.0
29 26 8.0
30 75 22.0
31 62 4.0
31 65 49.0
31 29 20.0
33 76 91.0
33 34 75.0
33 49 41.0
33 50 53.0
33 31 55.0
35 67 2.0
35 33 43.0
36 37 8.0
36 35 13.0
37 46 20.0
38 39 1.0
38 36 28.0
40 43 15.0
40 38 3.0
44 45 1.0
44 40 7.0
47 48 17.0
47 44 2.0
48 51 46.0
52 53 3.0
52 47 22.0
53 54 11.0
55 78 41.0
55 63 26.0
55 52 1.0
57 58 26.0
57 55 50.0
58 64 29.0
66 68 9.0
66 57 13.0
70 71 11.0
70 66 1.0
