[66, 65, 42]
0 48 3.0
1 36 17.0
1 78 43.0
1 0 25.0
2 17 20.0
2 58 14.0
2 1 10.0
3 28 36.0
3 2 14.0
4 74 26.0
4 28 20.0
5 46 3.0
5 3 3.0
6 59 33.0
6 5 14.0
7 66 14.0
7 6 18.0
66 67 23.0
8 64 31.0
8 55 16.0
9 37 20.0
9 70 29.0
9 7 29.0
10 49 5.0
10 9 8.0
49 63 11.0
11 65 12.0
65 66 60.0
12 75 21.0
12 10 27.0
13 19 37.0
13 14 28.0
13 15 56.0
13 12 46.0
16 20 64.0
16 73 36.0
20 45 12.0
20 63 36.0
18 59 13.0
21 22 1.0
21 13 59.0
23 38 1.0
23 21 23.0
24 30 5.0
24 23 4.0
30 35 20.0
25 33 6.0
25 24 4.0
26 68 4.0
26 25 6.0
27 65 28.0
27 32 60.0
29 42 34.0
29 26 5.0
42 60 14.0
42 62 94.0
31 34 7.0
31 29 1.0
39 40 4.0
39 31 8.0
41 42 19.0
41 76 37.0
43 44 1.0
43 39 6.0
47 77 4.0
47 43 1.0
50 61 4.0
50 47 9.0
51 52 8.0
51 50 6.0
53 79 2.0
53 51 3.0
54 56 28.0
54 53 2.0
57 64 23.0
57 65 47.0
57 66 16.0
67 69 1.0
71 72 55.0
71 54 16.0
