[10, 38, 12]
0 50 16.0
1 17 7.0
1 0 4.0
2 74 39.0
2 1 10.0
3 47 25.0
3 19 14.0
3 2 9.0
4 45 8.0
4 3 34.0
5 18 9.0
5 4 5.0
6 51 2.0
6 5 10.0
7 32 5.0
7 6 16.0
8 20 4.0
8 7 6.0
9 43 7.0
9 8 12.0
10 64 52.0
10 36 78.0
10 21 44.0
10 37 75.0
10 9 23.0
11 15 48.0
11 12 86.0
11 13 19.0
11 10 98.0
12 22 59.0
12 72 52.0
12 44 8.0
14 23 5.0
14 11 4.0
16 39 11.0
16 14 9.0
24 70 3.0
24 16 6.0
25 67 4.0
25 24 2.0
26 27 8.0
26 25 8.0
28 29 11.0
28 26 1.0
29 46 2.0
30 31 15.0
30 28 7.0
33 46 21.0
34 68 1.0
34 30 2.0
35 47 39.0
38 65 27.0
38 40 56.0
38 75 65.0
38 41 58.0
38 34 71.0
42 48 4.0
42 38 88.0
49 69 3.0
49 42 2.0
52 63 8.0
52 49 3.0
53 73 9.0
53 52 1.0
54 59 8.0
54 53 7.0
55 56 2.0
55 54 6.0
57 58 8.0
57 55 7.0
60 61 19.0
60 57 19.0
62 66 3.0
62 60 17.0
71 74 38.0
76 77 4.0
76 62 2.0
78 79 6.0
78 76 3.0
