[6, 35, 31]
0 4 51.0
4 23 34.0
4 53 88.0
1 26 54.0
2 27 4.0
2 0 24.0
3 75 22.0
3 2 7.0
23 24 59.0
5 28 16.0
5 3 3.0
6 35 21.0
6 50 32.0
6 31 71.0
6 51 22.0
31 32 35.0
31 33 25.0
7 11 19.0
7 5 16.0
8 71 38.0
8 7 4.0
9 67 29.0
9 35 82.0
10 71 2.0
12 13 32.0
13 14 42.0
14 50 15.0
15 76 50.0
15 8 8.0
76 77 59.0
76 79 7.0
16 17 19.0
16 15 26.0
18 71 67.0
19 20 15.0
19 16 6.0
21 52 12.0
21 44 14.0
21 19 17.0
52 54 12.0
22 40 41.0
24 35 56.0
25 26 1.0
25 29 90.0
25 30 53.0
29 31 17.0
33 40 2.0
34 35 78.0
34 36 28.0
37 38 7.0
37 21 23.0
39 41 16.0
39 49 10.0
41 58 18.0
49 51 24.0
42 43 57.0
42 37 4.0
43 45 51.0
46 47 12.0
46 42 3.0
47 48 2.0
54 55 19.0
54 64 41.0
56 57 7.0
56 72 26.0
56 46 17.0
57 59 21.0
60 74 42.0
60 61 29.0
60 56 3.0
62 63 30.0
62 60 43.0
63 65 7.0
66 68 26.0
66 69 26.0
66 78 23.0
66 62 77.0
70 72 14.0
73 74 14.0
