[74, 18, 34]
0 5 7.0
1 25 1.0
1 0 16.0
2 6 8.0
2 23 23.0
2 1 32.0
23 53 52.0
23 31 59.0
3 55 2.0
3 2 33.0
4 74 24.0
4 63 20.0
4 3 37.0
74 76 31.0
7 50 35.0
7 4 6.0
8 13 30.0
8 67 26.0
8 7 31.0
9 10 35.0
9 56 2.0
9 8 42.0
11 24 27.0
11 78 12.0
11 61 1.0
11 9 48.0
61 62 41.0
61 66 39.0
12 58 39.0
14 62 40.0
15 70 32.0
15 11 1.0
70 79 19.0
16 17 17.0
16 15 2.0
18 19 41.0
18 21 47.0
18 34 77.0
18 45 57.0
34 69 18.0
34 35 92.0
34 36 22.0
20 65 5.0
22 57 27.0
22 16 9.0
31 32 42.0
26 27 2.0
26 22 2.0
28 52 16.0
28 75 44.0
28 33 66.0
33 58 31.0
29 51 3.0
29 26 4.0
30 62 66.0
35 65 35.0
36 37 73.0
36 39 38.0
38 40 4.0
38 29 7.0
40 59 14.0
41 77 36.0
41 49 16.0
42 43 27.0
42 38 9.0
44 46 10.0
44 42 1.0
47 48 34.0
48 49 28.0
48 50 30.0
54 60 28.0
54 44 3.0
64 67 42.0
64 68 4.0
68 69 38.0
71 72 14.0
71 54 11.0
73 74 23.0
73 75 4.0
