[21, 56, 25]
0 8 11.0
1 20 50.0
1 74 39.0
1 21 85.0
1 0 70.0
21 60 41.0
21 61 44.0
2 11 28.0
2 1 53.0
11 12 7.0
3 72 6.0
3 2 4.0
4 57 12.0
4 3 24.0
5 49 15.0
5 16 26.0
5 4 14.0
6 69 14.0
6 5 47.0
7 12 4.0
9 41 10.0
9 6 4.0
10 31 7.0
10 9 3.0
31 32 45.0
13 17 7.0
13 10 1.0
14 56 27.0
56 61 42.0
56 66 60.0
15 58 6.0
18 63 9.0
18 77 44.0
18 13 9.0
19 21 88.0
22 27 13.0
22 18 47.0
27 48 36.0
23 24 12.0
23 76 46.0
23 22 30.0
76 79 13.0
25 44 88.0
25 42 49.0
25 37 99.0
25 35 32.0
25 23 75.0
35 36 47.0
26 50 38.0
26 68 39.0
26 25 5.0
28 64 9.0
28 26 20.0
29 30 11.0
29 28 1.0
32 58 53.0
32 33 67.0
33 34 5.0
33 45 20.0
34 40 33.0
36 38 26.0
39 42 42.0
43 62 32.0
43 46 3.0
43 29 35.0
47 48 32.0
51 52 6.0
51 43 37.0
53 54 10.0
53 51 22.0
55 56 45.0
55 59 5.0
55 65 63.0
67 70 18.0
67 53 30.0
71 78 3.0
71 67 9.0
73 75 48.0
75 76 27.0
