[50, 52, 22]
0 15 12.0
1 29 7.0
1 0 14.0
2 51 16.0
2 1 13.0
3 71 6.0
3 2 16.0
4 70 6.0
4 3 12.0
5 72 8.0
5 4 26.0
6 73 23.0
6 5 23.0
7 47 12.0
7 6 4.0
8 39 4.0
8 7 3.0
9 32 8.0
9 8 8.0
10 77 7.0
10 9 6.0
11 52 81.0
11 10 2.0
52 56 25.0
52 78 95.0
12 78 23.0
13 58 10.0
13 11 12.0
14 19 4.0
14 13 7.0
16 67 17.0
16 14 10.0
67 68 11.0
17 18 1.0
17 16 1.0
20 24 2.0
20 17 1.0
21 37 31.0
21 20 15.0
37 38 29.0
22 40 14.0
22 33 57.0
22 76 57.0
22 23 74.0
22 21 29.0
23 25 29.0
25 26 37.0
27 34 8.0
27 22 25.0
28 30 21.0
28 27 12.0
31 69 8.0
31 28 10.0
35 36 11.0
35 31 12.0
41 54 13.0
41 35 15.0
42 75 14.0
42 41 9.0
43 64 14.0
43 42 10.0
44 60 24.0
44 74 12.0
44 43 14.0
45 76 25.0
46 48 6.0
46 44 45.0
49 74 16.0
50 55 62.0
50 52 49.0
50 53 52.0
50 56 65.0
57 59 1.0
57 46 1.0
61 62 43.0
61 63 25.0
61 65 61.0
61 57 69.0
63 66 30.0
79 61 69.0
