[42, 23, 54]
0 68 3.0
0 1 20.0
2 24 13.0
2 28 11.0
2 0 31.0
28 72 73.0
3 36 38.0
3 2 17.0
36 37 44.0
36 39 47.0
4 54 72.0
4 3 12.0
54 56 95.0
5 43 21.0
5 23 11.0
23 28 24.0
23 73 72.0
6 7 23.0
6 71 47.0
6 4 14.0
8 38 13.0
8 6 8.0
9 10 1.0
9 70 14.0
10 54 75.0
11 25 19.0
11 12 44.0
11 8 31.0
12 52 2.0
13 20 19.0
13 11 39.0
14 15 5.0
14 13 8.0
15 41 10.0
16 39 34.0
39 40 80.0
17 26 2.0
17 14 28.0
18 30 44.0
18 27 30.0
18 17 13.0
30 31 12.0
19 31 34.0
31 78 36.0
21 77 9.0
21 18 36.0
22 23 57.0
22 48 15.0
29 44 39.0
29 52 7.0
32 55 6.0
32 21 2.0
33 53 1.0
33 32 13.0
34 35 2.0
34 33 2.0
42 43 21.0
42 45 40.0
42 46 47.0
42 47 46.0
49 50 22.0
49 34 1.0
51 54 2.0
56 70 31.0
57 58 66.0
57 59 33.0
57 49 41.0
58 59 35.0
58 63 21.0
60 61 6.0
60 57 27.0
62 64 84.0
62 65 46.0
62 60 42.0
64 66 9.0
64 67 22.0
69 71 29.0
74 75 7.0
74 62 17.0
75 76 14.0
79 74 18.0
