[32, 39, 4]
0 72 4.0
1 2 7.0
1 0 3.0
3 30 33.0
3 1 9.0
30 32 70.0
4 50 42.0
4 35 18.0
4 6 49.0
4 31 10.0
4 3 11.0
5 49 2.0
5 4 16.0
7 8 8.0
7 5 1.0
9 10 6.0
9 7 5.0
11 57 3.0
11 9 2.0
12 42 9.0
12 11 2.0
13 16 3.0
13 12 6.0
14 52 10.0
14 13 1.0
15 56 1.0
15 14 17.0
17 34 4.0
17 15 4.0
18 58 1.0
18 17 1.0
19 20 4.0
19 18 1.0
21 22 4.0
21 19 1.0
23 64 1.0
23 21 6.0
24 65 17.0
24 23 1.0
25 36 6.0
25 24 9.0
26 27 7.0
26 25 5.0
28 51 3.0
28 26 12.0
29 32 97.0
32 37 86.0
32 73 49.0
33 53 6.0
33 28 8.0
38 39 39.0
38 33 8.0
39 40 8.0
39 77 5.0
39 41 67.0
43 44 1.0
43 38 3.0
45 46 7.0
45 43 5.0
47 68 4.0
47 45 7.0
48 53 16.0
54 66 6.0
54 47 5.0
55 59 22.0
55 61 25.0
55 54 27.0
60 62 1.0
60 55 6.0
63 67 5.0
63 60 2.0
69 70 5.0
69 63 1.0
71 74 4.0
71 69 1.0
75 76 2.0
75 71 4.0
78 79 1.0
78 75 7.0
