[58, 40, 71]
0 44 15.0
1 28 21.0
1 0 7.0
2 31 3.0
2 1 4.0
3 23 3.0
3 2 3.0
4 18 8.0
4 3 14.0
5 72 1.0
5 4 4.0
6 32 4.0
6 5 1.0
7 69 29.0
7 6 10.0
8 9 8.0
8 7 20.0
9 10 28.0
10 12 27.0
11 78 6.0
11 8 16.0
13 27 3.0
13 11 8.0
14 30 5.0
14 17 24.0
14 13 18.0
15 19 1.0
15 14 18.0
16 24 2.0
16 15 3.0
20 61 6.0
20 16 1.0
21 62 15.0
21 20 5.0
62 63 26.0
22 25 4.0
22 21 2.0
26 29 2.0
26 22 5.0
33 34 5.0
33 26 7.0
35 45 1.0
35 33 1.0
36 37 3.0
36 35 16.0
38 39 1.0
38 36 5.0
40 41 37.0
40 42 94.0
40 66 3.0
40 67 34.0
40 38 79.0
43 46 6.0
43 40 12.0
47 48 7.0
47 43 10.0
49 76 66.0
49 47 5.0
76 77 45.0
50 51 1.0
50 49 1.0
52 53 5.0
52 50 5.0
54 55 4.0
54 52 2.0
56 57 2.0
56 54 1.0
58 59 37.0
58 60 91.0
58 68 3.0
58 62 38.0
63 64 9.0
65 70 3.0
65 56 3.0
71 73 73.0
71 74 85.0
71 75 29.0
71 76 60.0
79 65 19.0
