[57, 32, 31]
0 14 1.0
1 53 4.0
1 0 8.0
2 8 20.0
2 1 5.0
3 6 50.0
3 15 26.0
3 2 21.0
4 60 12.0
4 3 59.0
5 22 6.0
5 4 17.0
7 66 40.0
7 5 4.0
9 13 35.0
9 7 1.0
10 22 9.0
11 29 25.0
11 52 43.0
11 9 28.0
29 54 31.0
12 13 18.0
16 17 1.0
16 11 36.0
18 25 35.0
18 16 3.0
19 36 19.0
19 18 3.0
36 37 1.0
20 21 15.0
20 19 6.0
23 76 13.0
23 20 10.0
24 25 18.0
26 30 24.0
26 23 3.0
30 65 12.0
27 28 4.0
27 26 10.0
54 55 32.0
31 32 18.0
31 33 1.0
31 41 68.0
31 71 79.0
31 27 57.0
32 33 39.0
32 77 55.0
32 34 100.0
35 42 36.0
35 48 34.0
35 31 90.0
38 59 1.0
38 35 6.0
39 61 1.0
39 38 12.0
40 43 57.0
40 44 31.0
40 78 23.0
40 39 34.0
45 46 19.0
45 40 54.0
47 57 89.0
47 45 26.0
57 58 75.0
57 62 63.0
57 63 64.0
49 50 8.0
49 47 19.0
51 62 1.0
55 56 38.0
64 66 28.0
64 67 31.0
68 69 9.0
68 49 15.0
70 72 20.0
70 68 23.0
73 74 8.0
73 70 13.0
75 79 5.0
75 73 14.0
