[67, 14, 54]
0 50 55.0
0 13 53.0
0 21 30.0
50 51 11.0
1 2 4.0
1 0 16.0
3 22 22.0
3 1 28.0
4 5 39.0
4 3 9.0
5 31 7.0
6 29 5.0
6 4 24.0
7 8 31.0
7 6 4.0
8 41 53.0
9 10 10.0
9 34 55.0
9 63 25.0
9 7 29.0
63 64 6.0
11 23 28.0
11 9 29.0
12 76 1.0
12 11 2.0
14 37 45.0
14 64 15.0
14 66 85.0
14 44 4.0
15 77 19.0
15 12 3.0
16 41 23.0
17 30 22.0
17 18 14.0
17 15 2.0
18 19 68.0
18 70 45.0
20 24 29.0
20 17 23.0
25 28 22.0
25 38 59.0
25 26 16.0
28 31 39.0
38 39 31.0
38 56 18.0
26 27 30.0
27 74 20.0
32 40 39.0
32 33 35.0
32 20 18.0
35 36 26.0
35 32 7.0
42 60 11.0
42 35 6.0
43 61 13.0
43 42 14.0
45 48 45.0
45 46 2.0
45 43 28.0
47 49 6.0
47 45 49.0
52 53 29.0
53 54 64.0
54 55 1.0
54 57 57.0
54 58 11.0
57 59 35.0
59 60 8.0
62 63 5.0
65 66 47.0
67 71 41.0
67 68 95.0
67 69 94.0
67 70 78.0
71 72 28.0
71 73 48.0
73 75 19.0
78 79 59.0
78 47 12.0
