[32, 1, 25]
0 64 3.0
1 63 92.0
1 38 68.0
1 65 91.0
1 27 26.0
1 0 16.0
38 43 12.0
2 28 15.0
2 1 28.0
3 19 4.0
3 9 1.0
3 2 30.0
4 33 6.0
4 3 23.0
5 39 36.0
5 25 9.0
5 52 37.0
5 4 29.0
25 26 44.0
25 50 21.0
25 60 30.0
6 38 26.0
7 12 17.0
7 16 20.0
7 5 39.0
16 55 41.0
8 48 29.0
8 47 43.0
8 7 29.0
10 37 8.0
10 8 47.0
11 58 24.0
11 10 9.0
13 14 51.0
13 63 39.0
14 54 35.0
15 57 11.0
15 11 20.0
55 59 17.0
55 69 44.0
17 57 26.0
18 59 20.0
20 40 58.0
20 41 6.0
20 15 58.0
40 42 46.0
21 67 29.0
21 20 30.0
67 68 35.0
22 53 7.0
22 21 15.0
23 24 17.0
23 22 17.0
26 62 18.0
60 76 34.0
29 66 5.0
29 23 13.0
30 31 16.0
30 29 2.0
32 51 45.0
32 61 85.0
32 34 49.0
32 76 41.0
51 56 46.0
35 36 28.0
35 30 6.0
44 45 9.0
44 46 29.0
45 48 4.0
45 49 49.0
69 70 22.0
69 71 62.0
72 73 11.0
72 35 7.0
74 75 4.0
74 72 7.0
77 78 30.0
77 79 38.0
77 74 48.0
