[15, 4, 22]
0 50 6.0
1 60 1.0
1 0 4.0
2 5 39.0
2 22 22.0
2 1 20.0
22 68 42.0
22 65 88.0
3 11 26.0
3 2 44.0
11 59 4.0
4 12 8.0
4 24 83.0
4 5 53.0
4 18 32.0
6 54 5.0
6 3 6.0
7 51 49.0
7 6 4.0
8 39 4.0
8 7 1.0
9 47 21.0
9 8 1.0
10 38 15.0
10 9 8.0
13 69 3.0
13 10 7.0
14 75 2.0
14 13 1.0
75 76 30.0
15 53 35.0
15 51 97.0
15 72 40.0
15 57 42.0
16 58 1.0
16 14 3.0
17 27 6.0
17 16 7.0
19 21 1.0
19 17 7.0
20 61 60.0
20 43 28.0
20 22 56.0
23 48 20.0
23 19 3.0
25 26 1.0
25 23 1.0
28 73 42.0
28 25 8.0
73 74 23.0
29 30 4.0
29 28 11.0
31 70 7.0
31 29 1.0
32 33 21.0
32 31 4.0
33 71 9.0
34 35 22.0
34 32 9.0
36 45 61.0
36 34 25.0
45 46 11.0
45 49 38.0
37 48 43.0
40 41 30.0
40 36 4.0
41 42 36.0
44 62 4.0
44 40 17.0
49 52 49.0
55 56 6.0
55 44 9.0
63 64 39.0
63 66 9.0
63 55 8.0
67 71 31.0
76 78 19.0
77 79 5.0
77 63 10.0
