[14, 41, 7]
0 74 2.0
1 67 27.0
1 22 22.0
1 0 18.0
2 20 1.0
2 1 14.0
3 75 43.0
3 73 29.0
3 2 30.0
4 68 16.0
4 3 1.0
5 46 16.0
5 4 12.0
6 7 75.0
6 5 1.0
7 31 4.0
7 57 96.0
7 25 79.0
8 76 39.0
8 52 18.0
8 6 16.0
9 44 4.0
9 8 22.0
10 61 3.0
10 9 4.0
61 62 34.0
11 48 5.0
11 10 4.0
12 44 20.0
12 63 15.0
13 49 9.0
13 28 21.0
13 11 13.0
28 29 27.0
14 16 95.0
14 18 12.0
14 65 28.0
14 38 3.0
14 13 24.0
15 17 4.0
15 14 66.0
19 21 43.0
19 23 10.0
19 15 19.0
21 24 40.0
26 27 26.0
26 19 1.0
30 32 33.0
30 42 13.0
30 26 4.0
33 34 22.0
33 30 27.0
35 39 2.0
35 33 16.0
36 72 2.0
36 35 4.0
37 55 1.0
37 51 28.0
37 36 1.0
40 50 7.0
40 37 14.0
41 43 38.0
41 45 53.0
41 46 8.0
41 47 70.0
53 77 13.0
53 68 50.0
54 56 4.0
54 40 14.0
58 59 8.0
58 60 5.0
58 54 16.0
64 77 8.0
66 69 3.0
66 58 35.0
70 71 13.0
70 66 20.0
78 79 2.0
78 70 23.0
