[71, 3, 60]
0 12 9.0
1 15 50.0
1 2 12.0
1 0 13.0
15 66 15.0
3 51 57.0
3 4 81.0
3 67 84.0
3 23 14.0
3 1 69.0
5 13 21.0
5 9 4.0
5 3 65.0
6 22 15.0
6 5 24.0
7 59 16.0
7 6 29.0
8 34 1.0
8 7 11.0
10 46 54.0
10 37 47.0
10 8 25.0
37 38 36.0
11 76 8.0
11 10 37.0
14 24 26.0
14 11 8.0
16 53 11.0
16 14 4.0
17 48 8.0
17 62 14.0
17 16 19.0
18 58 11.0
18 17 1.0
19 21 15.0
19 18 1.0
20 25 16.0
20 19 3.0
25 31 11.0
26 48 30.0
27 68 5.0
27 20 4.0
28 29 9.0
28 27 1.0
30 32 3.0
30 28 4.0
33 35 28.0
33 30 22.0
36 78 1.0
36 33 5.0
39 40 23.0
39 41 30.0
39 36 4.0
42 50 14.0
42 69 39.0
42 39 27.0
43 54 12.0
43 42 29.0
44 45 17.0
44 43 8.0
47 73 1.0
47 44 13.0
49 52 25.0
49 47 6.0
55 56 3.0
55 49 1.0
57 70 7.0
57 58 31.0
60 62 65.0
60 79 76.0
60 61 72.0
60 63 66.0
61 64 34.0
64 65 14.0
64 71 95.0
65 71 18.0
71 72 71.0
71 74 80.0
75 77 37.0
75 55 32.0
