[66, 56, 49]
0 35 9.0
1 34 1.0
1 0 5.0
2 6 19.0
2 13 37.0
2 1 3.0
3 36 29.0
3 46 51.0
3 59 14.0
3 2 22.0
4 14 3.0
4 3 55.0
5 71 57.0
5 75 54.0
5 4 37.0
7 77 25.0
7 28 12.0
7 5 48.0
8 70 2.0
8 7 21.0
9 10 5.0
9 8 2.0
11 68 3.0
11 9 1.0
12 26 3.0
12 11 8.0
15 74 3.0
15 12 3.0
16 22 29.0
16 15 3.0
22 69 7.0
22 37 1.0
17 20 5.0
17 16 3.0
18 47 25.0
18 17 10.0
47 48 54.0
19 29 3.0
21 69 14.0
23 57 2.0
23 18 1.0
24 58 4.0
24 23 2.0
25 66 91.0
25 24 3.0
66 76 89.0
66 78 42.0
27 29 60.0
27 36 63.0
27 30 64.0
31 67 4.0
31 25 3.0
32 75 38.0
33 38 8.0
33 31 8.0
39 40 17.0
39 33 4.0
41 42 1.0
41 39 2.0
43 44 1.0
43 41 8.0
45 55 1.0
45 43 4.0
49 50 47.0
49 51 63.0
49 72 34.0
49 60 52.0
50 56 85.0
50 63 65.0
56 66 8.0
56 61 24.0
52 53 7.0
52 45 18.0
54 56 72.0
62 73 2.0
62 52 6.0
64 65 1.0
64 62 1.0
79 64 28.0
