[27, 23, 22]
0 24 33.0
1 69 45.0
1 0 9.0
2 50 1.0
2 1 4.0
3 65 48.0
3 64 1.0
3 2 31.0
4 76 54.0
4 3 27.0
76 77 50.0
5 51 3.0
5 4 2.0
6 11 1.0
6 5 1.0
7 44 1.0
7 6 2.0
8 9 5.0
8 7 5.0
10 43 9.0
10 8 16.0
12 13 45.0
12 14 12.0
12 10 57.0
15 21 8.0
15 12 22.0
16 34 7.0
16 15 24.0
17 52 18.0
17 32 42.0
17 16 53.0
18 19 6.0
19 20 39.0
20 35 42.0
22 61 85.0
22 40 81.0
22 27 33.0
22 70 44.0
22 17 95.0
27 66 96.0
27 29 32.0
27 45 74.0
23 24 91.0
23 53 81.0
23 63 30.0
23 42 41.0
63 71 4.0
63 72 10.0
25 54 13.0
25 56 60.0
26 28 2.0
26 22 19.0
30 58 8.0
30 26 9.0
31 68 18.0
31 30 10.0
33 71 55.0
33 35 37.0
71 74 35.0
36 67 28.0
36 37 47.0
36 31 12.0
37 38 8.0
39 78 33.0
41 42 8.0
46 73 16.0
46 54 2.0
47 56 34.0
48 55 42.0
48 62 43.0
48 49 2.0
55 56 29.0
55 69 67.0
57 59 34.0
57 60 4.0
57 36 27.0
75 76 44.0
77 78 67.0
77 79 19.0
