[66, 12, 37]
0 16 17.0
1 27 14.0
1 0 17.0
2 64 5.0
2 1 1.0
3 54 18.0
3 2 13.0
4 17 15.0
4 3 15.0
17 49 35.0
5 36 7.0
5 4 2.0
6 7 20.0
6 5 2.0
7 8 50.0
9 60 59.0
9 6 1.0
10 77 2.0
10 9 1.0
11 24 7.0
11 73 60.0
11 50 53.0
24 25 9.0
73 74 11.0
50 54 15.0
12 23 93.0
12 61 32.0
12 70 14.0
12 22 82.0
12 10 63.0
13 37 49.0
13 12 48.0
37 38 33.0
37 41 31.0
14 50 24.0
15 52 12.0
15 13 6.0
18 78 1.0
18 15 6.0
19 58 10.0
20 21 2.0
20 18 7.0
26 44 4.0
26 20 13.0
28 51 1.0
28 26 19.0
29 53 9.0
29 28 6.0
30 31 8.0
30 29 9.0
32 79 1.0
32 30 28.0
33 34 18.0
33 32 4.0
35 37 18.0
39 59 7.0
39 33 20.0
40 42 19.0
40 39 12.0
43 45 35.0
43 46 28.0
43 40 18.0
47 48 4.0
47 43 30.0
55 60 33.0
55 56 44.0
56 57 48.0
56 58 13.0
62 63 1.0
62 47 6.0
65 66 24.0
65 62 2.0
66 67 32.0
66 68 14.0
66 69 73.0
71 72 2.0
71 65 4.0
75 76 38.0
75 71 17.0
