[32, 68, 55]
0 16 3.0
1 43 13.0
1 0 16.0
2 24 16.0
2 1 5.0
3 44 21.0
3 2 11.0
4 6 3.0
4 3 2.0
5 30 2.0
5 4 1.0
7 22 6.0
7 5 4.0
8 70 1.0
8 7 8.0
9 71 13.0
9 8 1.0
10 45 6.0
10 9 5.0
11 51 19.0
11 10 4.0
51 52 34.0
12 68 91.0
12 11 19.0
68 69 49.0
68 72 44.0
13 49 10.0
13 12 20.0
14 15 1.0
14 13 18.0
17 54 3.0
17 14 2.0
18 47 2.0
18 17 3.0
19 62 20.0
19 18 1.0
20 37 8.0
20 19 3.0
21 59 6.0
21 20 1.0
23 66 13.0
23 21 8.0
25 32 76.0
25 23 4.0
32 63 25.0
32 50 28.0
26 46 16.0
26 25 8.0
27 64 15.0
27 53 26.0
27 26 10.0
28 29 15.0
28 27 22.0
31 32 60.0
33 60 29.0
33 28 19.0
34 35 8.0
34 33 3.0
36 38 5.0
36 34 4.0
39 76 55.0
39 40 3.0
39 36 23.0
41 55 26.0
41 39 34.0
55 56 48.0
55 78 4.0
55 57 80.0
42 48 7.0
42 41 7.0
58 61 4.0
58 42 1.0
65 66 20.0
67 68 48.0
69 73 52.0
69 74 70.0
75 77 7.0
75 58 9.0
79 75 3.0
