[46, 51, 4]
0 9 1.0
1 37 33.0
1 0 2.0
2 13 15.0
2 1 29.0
3 75 1.0
3 2 3.0
4 62 23.0
4 34 69.0
4 20 76.0
4 5 47.0
4 3 35.0
6 7 6.0
6 4 7.0
8 10 13.0
8 6 13.0
11 76 3.0
11 8 24.0
12 40 2.0
12 11 4.0
14 41 35.0
14 12 1.0
15 73 26.0
15 14 2.0
16 66 7.0
16 63 6.0
16 15 2.0
17 67 20.0
17 16 6.0
18 24 3.0
18 17 3.0
19 50 7.0
19 64 1.0
19 18 14.0
21 38 19.0
21 19 4.0
22 51 97.0
22 21 5.0
51 68 16.0
23 37 20.0
25 58 10.0
25 22 18.0
58 59 64.0
58 78 19.0
26 65 35.0
26 27 5.0
26 25 18.0
28 30 1.0
28 26 1.0
29 77 1.0
29 28 8.0
31 32 2.0
31 29 2.0
33 34 12.0
35 36 16.0
35 41 46.0
39 42 55.0
39 31 11.0
42 54 56.0
42 43 24.0
44 45 2.0
44 39 15.0
46 47 7.0
46 48 13.0
46 49 65.0
46 51 35.0
48 51 23.0
52 70 4.0
52 74 7.0
52 55 13.0
52 44 61.0
53 71 13.0
53 55 42.0
56 60 53.0
56 61 24.0
56 57 28.0
56 52 31.0
69 72 50.0
69 79 40.0
69 56 37.0
