[28, 50, 16]
0 27 5.0
1 25 9.0
1 0 10.0
2 16 95.0
2 42 48.0
2 1 5.0
16 75 5.0
16 63 3.0
16 73 40.0
3 39 37.0
3 18 45.0
3 2 55.0
4 38 28.0
4 3 7.0
5 34 5.0
5 4 10.0
6 29 18.0
6 5 1.0
7 43 14.0
7 78 25.0
7 6 50.0
78 79 44.0
8 43 7.0
8 20 29.0
9 46 36.0
9 23 26.0
9 7 17.0
10 74 29.0
10 29 2.0
11 68 9.0
11 49 70.0
11 12 52.0
11 9 27.0
13 40 27.0
13 26 4.0
13 11 63.0
14 36 11.0
14 13 8.0
15 31 17.0
15 14 6.0
63 64 80.0
17 19 51.0
17 15 3.0
19 37 62.0
19 70 38.0
21 51 16.0
51 72 60.0
22 28 72.0
28 30 74.0
28 31 40.0
28 55 56.0
24 35 18.0
24 67 41.0
24 17 21.0
32 57 36.0
33 41 8.0
33 24 40.0
44 60 3.0
44 33 1.0
45 58 12.0
45 44 3.0
47 48 80.0
48 57 86.0
48 49 77.0
50 51 58.0
50 75 27.0
50 52 70.0
50 53 98.0
54 65 1.0
54 45 16.0
56 59 8.0
56 54 1.0
61 62 9.0
62 63 69.0
66 69 24.0
66 56 3.0
71 73 24.0
76 77 7.0
76 66 2.0
