[24, 52, 10]
0 2 9.0
1 46 25.0
1 0 3.0
3 6 9.0
3 17 16.0
3 1 5.0
4 9 14.0
4 5 32.0
4 3 15.0
7 49 5.0
7 4 2.0
8 11 11.0
8 28 33.0
8 7 24.0
10 11 94.0
10 78 80.0
10 12 46.0
10 48 5.0
13 57 9.0
13 8 1.0
14 15 51.0
14 16 10.0
14 17 26.0
18 62 24.0
18 13 15.0
19 38 36.0
19 27 17.0
19 18 50.0
27 39 6.0
20 37 35.0
20 43 3.0
37 39 33.0
21 32 1.0
21 22 34.0
21 19 47.0
23 24 91.0
23 21 41.0
24 41 88.0
24 79 32.0
24 74 39.0
25 49 43.0
26 58 10.0
26 23 12.0
39 40 90.0
29 30 35.0
29 26 17.0
30 31 1.0
33 50 1.0
33 29 9.0
34 35 13.0
34 33 9.0
36 71 7.0
36 34 10.0
71 72 33.0
42 43 11.0
44 62 41.0
45 46 3.0
45 55 1.0
47 50 7.0
51 60 8.0
51 36 17.0
52 53 79.0
52 54 17.0
52 56 66.0
52 59 94.0
52 51 12.0
59 61 38.0
61 67 43.0
61 66 28.0
63 64 6.0
63 52 61.0
65 67 19.0
65 68 45.0
69 70 9.0
69 63 5.0
73 74 29.0
73 75 20.0
76 77 29.0
76 69 1.0
