[57, 71, 23]
0 58 25.0
1 58 24.0
2 6 46.0
2 25 67.0
2 12 23.0
2 0 32.0
12 35 29.0
3 10 20.0
3 2 59.0
10 41 7.0
4 40 1.0
4 3 18.0
5 25 39.0
7 63 12.0
7 4 8.0
8 9 28.0
8 59 4.0
8 7 15.0
11 62 4.0
11 8 19.0
13 42 17.0
13 36 38.0
13 11 7.0
14 25 42.0
15 45 45.0
15 26 34.0
15 13 27.0
16 49 8.0
16 22 19.0
16 38 21.0
16 15 27.0
17 33 21.0
17 23 54.0
17 16 17.0
33 34 19.0
23 24 55.0
23 27 88.0
18 19 20.0
18 17 46.0
19 74 24.0
20 21 56.0
20 23 70.0
27 30 29.0
30 75 20.0
28 74 57.0
28 29 57.0
28 48 61.0
31 42 7.0
31 32 1.0
37 39 26.0
37 18 13.0
39 43 6.0
44 66 35.0
44 59 30.0
46 59 3.0
47 49 51.0
50 71 23.0
71 73 67.0
71 76 92.0
51 52 52.0
51 37 6.0
52 69 45.0
52 60 60.0
53 54 48.0
53 55 5.0
53 70 18.0
55 56 58.0
70 71 71.0
56 57 68.0
57 61 94.0
57 62 37.0
57 64 93.0
61 64 10.0
65 67 18.0
65 72 10.0
65 51 4.0
68 78 11.0
68 65 17.0
77 79 4.0
77 68 5.0
